id,number,issue,filing,title,us,ipc,inv_location,link,inventors,assignee,asignee_location,tech areas,references
US20100259225A1,0100259225,20101014,20100410,Adaptive Power Control for Energy Harvesting,"",H02J7/00, McKinney TX US  Plano TX US  Richardson TX US ,N/A,"Teggatz Ross E., Chen Wayne T., Smith Brett","","",Solar Monitoring,""
US20090284074A1,0090284074,20091119,20080519,Inverter,"",H02J9/00, Taipei City TW ,N/A,Yeh Ming-Hsiang,"","",Solar Inverter,""
US20120048328A1,0120048328,20120301,20100830,Solar Array Recombiner Box With Wireless Monitoring Capability,"",H01L31/042, Gallatin TN US ,N/A,Solon Dean,"","",Solar Monitoring,""
US20100318297A1,0100318297,20101216,20100510,IRRADIANCE MAPPING LEVERAGING A DISTRIBUTED NETWORK OF SOLAR PHOTOVOLTAIC SYSTEMS,"","G06F19/00, G01W1/00", New York NY US  Stamford CT US ,N/A,"Herzig Michael, Kerrigan Shawn","","",Solar Site Assessment,""
US20120036717A1,0120036717,20120216,20111028,PHOTOVOLTAIC MODULE GROUND MOUNT,"","H01L31/18, H01L23/12", Mendham NJ US  Brick NJ US  Peoria AZ US ,N/A,"Belikoff Michael A., Hartelius John, Mahn Chris","","",Solar Mounting/Rack,""
US20120139347A1,0120139347,20120607,20120206,REVERSE CURRENT SENSOR,"",H02J1/00, Kassel DE ,N/A,Hackenberg Gerd,"","",Solar Inverter,""
US20130113281A1,0130113281,20130509,20120723,FEED SYSTEM TO BE USED IN RESIDENCE SUCH AS MULTI-UNIT APARTMENT COMPLEX,"",H02J3/00, Tokyo JP ,N/A,TOGASHI Koji,"","",Solar Inverter,""
US20120104864A1,0120104864,20120503,20120109,AC Power Systems for Renewable Electrical Energy,"",H02J3/00, Wellington CO US  Fort Collins CO US ,N/A,"Porter Robert M., Ledenev Anatoli","","",Solar Inverter,""
US20120068543A1,0120068543,20120322,20100525,APPARATUS AND METHOD FOR MANAGING AND CONDITIONING PHOTOVOLTAIC POWER HARVESTING SYSTEMS,"",H02J1/00, Pontedera IT  Montecchia Emilia IT ,N/A,"Caraglio Alessandro, Carletti Paolo","","",Solar Inverter,""
US20100282295A1,0100282295,20101111,20090507,Solar power unit,"","H01L31/052, H01L31/042, F24J2/38", Montebello VA US ,N/A,Gomery Michael Lee,"","",Solar Mounting/Rack,""
US20120261996A1,0120261996,20121018,20120416,PHOTOVOLTAIC SYSTEM WITH OVERVOLTAGE PROTECTION,"",H02J1/00, Dimbach DE ,N/A,BECK Bernhard,"","",Solar Inverter,""
US20120080075A1,0120080075,20120405,20100930,PHOTOVOLTAIC MODULE SUPPORT CLAMP ASSEMBLY,"","H01L31/048, H01L31/18", Santa Clara CA US  San Francisco CA US  San Jose CA US ,N/A,"Hardikar Kedar, Khan Ashraf, Balyon Roger","","",Solar Mounting/Rack,""
US20120187766A1,0120187766,20120726,20110923,Device and Method For Improving The Performance Of An Inverter In A Photovoltaic System,"",H02J1/00, Sharon CA  Toronto CA ,N/A,"CLELAND Thomas William, MAC Leszek","","",Solar Inverter,""
US20090217964A1,0090217964,20090903,20080810,"DEVICE, SYSTEM, AND METHOD FOR IMPROVING THE EFFICIENCY OF SOLAR PANELS","",H01L31/042, Fort Collins CO US  Fort Collins CO US ,N/A,"Gilmore Jack Arthur, Seymour Eric","","",Solar Mounting/Rack,""
US20120125409A1,0120125409,20120524,20111117,FASTENING OF PANEL-TYPE ELEMENTS,"","H01L31/048, H01L23/12", Michelbach a.d. Bilz DE  Kupferzell DE  Schrozberg DE ,N/A,"BELSCHNER Werner, BARIE Matthias, HANSELMANN Timo","","",Solar Mounting/Rack,""
US20110316480A1,0110316480,20111229,20110615,"SYSTEMS AND METHODS FOR DYNAMIC POWER COMPENSATION, SUCH AS DYNAMIC POWER COMPENSATION USING SYNCHROPHASORS","","H02J7/00, G05F1/70, G06F1/26, H02M7/44", Bend OR US  Brookings SD US ,N/A,"Mills-Price Michael A., Ropp Michael","","",Solar Inverter,""
US20130026838A1,0130026838,20130131,20111122,SOLAR POWER GENERATING SYSTEM AND JUNCTION BOX THEREOF,"","H02J1/00, H05K5/00", Taoyuan Hsien TW  Taoyuan Hsien TW  Taoyuan Hsien TW  Taoyuan Hsien TW  Taoyuan Hsien TW ,N/A,"Ma I-Chen, Chiang Chin-Tsai, Cheng Yueh-Feng, Yu Chen-Yu, Chien Shih-Kai","","",Solar Inverter,""
US20120048326A1,0120048326,20120301,20100824,"GROUND-FAULT DETECTING DEVICE, CURRENT COLLECTING BOX USING THE GROUND-FAULT DETECTING DEVICE, AND PHOTOVOLTAIC POWER GENERATING DEVICE USING THE CURRENT COLLECTING BOX","","H01L31/042, G06F19/00", Osaka JP  Osaka JP  Osaka JP ,N/A,"MATSUO Takahisa, NISHIKAWA Shuhei, SEKINE Tsuyoshi","","",Solar Monitoring,""
US20080162380A1,0080162380,20080703,20071219,SUPPORT SYSTEM AND PROGRAM FOR INSTALLING PHOTOVOLTAIC POWER GENERATOR,"","G06Q30/00, G06F17/50, G06F17/30", Osaka JP  Yamatokoriyama-shi JP ,N/A,"SUGA Yoshikazu, Ishikawa Kazuhiko","","",Solar Mounting/Rack,""
US20120152306A1,0120152306,20120621,20101215,INFLATABLE SOLAR CELL ARRAY,"",H01L31/045, Plano TX US  Clarkesville GA US  Lithonia GA US ,N/A,"Iqbal Mickey, Kelley John Falk, Lawrence Calvin D.","","",Solar Mounting/Rack,""
US20120248863A1,0120248863,20121004,20120405,"Safety Mechanisms, Wake Up and Shutdown Methods in Distributed Power Installations","","H02J1/10, H02J3/02", Raanana IL  Bitan Aharon IL  Givataim IL  Raanana IL  Tel Aviv IL  Ashkelon IL  Haifa IL  Holon IL ,N/A,"Adest Meir, Sella Guy, Handelsman Lior, Galin Yoav, Fishelov Amir, Gazit Meir, Binder Yaron, Radimov Nikolay","","",Solar Inverter,""
US20130000689A1,0130000689,20130103,20110701,PHOTOVOLTAIC MODULE SUPPORT ASSEMBLY WITH STANDOFF CLAMPS,"","H01L31/042, H01L31/18", Santa Clara CA US ,N/A,Balyon Rogér,"","",Solar Mounting/Rack,""
US20070084500A1,0070084500,20070419,20060831,Double-jointed mounting for solar panel,"",H02N6/00, Guang Zhou CN ,N/A,Chen Chi,"","",Solar Mounting/Rack,""
US20100147356A1,0100147356,20100617,20090930,Thin film solar cell string,"",H01L31/042, Tucson AZ US ,N/A,Britt Jeffrey S.,"","",Solar Mounting/Rack,""
US20120235486A1,0120235486,20120920,20110923,PHOTOVOLTAIC INVERTER AND METHOD FOR CONTROLLING PHOTOVOLTAIC INVERTER,"",H02J9/00, Taoyuan Hsien TW  Taoyuan Hsien TW ,N/A,"LI Sheng-Hua, Lee Chi-Hsien","","",Solar Inverter,""
US20120210658A1,0120210658,20120823,20110217,Panel assembly for mounting to the façade of a building,"","E04B2/88, E04H14/00, E04C2/52, E04B2/90", Hastings-on-Hudson NY US ,N/A,Logan William F.,"","",Solar Mounting/Rack,""
US20110121652A1,0110121652,20110526,20110128,PAIRING OF COMPONENTS IN A DIRECT CURRENT DISTRIBUTED POWER GENERATION SYSTEM,"",H02J1/10, Beit Aharon IL  Modiin IL  Givataim IL  Raanana IL  Tel-Aviv IL  Ashkelon IL  Ramat-Gan IL  Beit Arie IL ,N/A,"Sella Guy, Adest Meir, Handelsman Lior, Galin Yoav, Fishelov Amir, Gazit Meir, Yoskovitch Ilan, Binder Yaron","","",Solar Inverter,""
US20090206666A1,0090206666,20090820,20090325,DISTRIBUTED POWER HARVESTING SYSTEMS USING DC POWER SOURCES,"",H02J1/10, Bitan Aharon IL  Givataim IL  Raanana IL  Tel Aviv IL  Raanana IL ,N/A,"Sella Guy, Handelsman Lior, Galin Yoav, Fishelov Amir, Adest Meir","","",Solar Inverter,""
US20120255596A1,0120255596,20121011,20110405,PHOTOVOLTAIC MOUNTING SYSTEM WITH GROUNDING BARS AND METHOD OF INSTALLING SAME,"",H01L31/048, Niskayuna NY US  Schenectady NY US  Latham NY US ,N/A,"Korman Charles Steven, Johnson Neil Anthony, Wagner Christian Joseph","","",Solar Mounting/Rack,""
US20130099565A1,0130099565,20130425,20120416,MODULAR POWER CONVERSION SYSTEM,"",H02J3/46, Goffstown NH US  Windham NH US ,N/A,"Sachs Jason M., Lucas Donald J.","","",Solar Inverter,""
US20120175322A1,0120175322,20120712,20111209,Panel Mounting System and Method,"","F16M11/00, F16B5/06, F16B2/02", Philadelphia PA US  Philadelphia PA US ,N/A,"PARK Samuel, PARK Mahnyong","","",Solar Mounting/Rack,""
US20110298305A1,0110298305,20111208,20101116,SOLAR PHOTOVOLTAIC SYSTEMS,"",H02J5/00, Cambridge GB  Furneux GB  Colorado Springs CO US ,N/A,"CHISENGA Lesley, MATTHEWS Andrew John, ENGLE, JR. Paul Randal","","",Solar Inverter,""
