pat_id, title, USPA#, date
pat2_334, Manifold hydrogen generator units for automotive I.C. engines, 4256060, March 17  1981, 
pat2_335, Semi-tubular parabolic multiple core helix solar concentrator, 4235225, November 25  1980, 
pat2_337, Solar panel module, 4233085, November 11  1980, 
pat2_338, Sun-tracking solar energy conversion system, 4223174, September 16  1980, 
pat2_339, Multimode solar energy collector and process, 4210463, July 1  1980, 
pat2_33, Photovoltaic panel clamp, 8397448, March 19  2013, 
pat2_340, Convertible modular tri-mode solar conversion system, 4205657, June 3  1980, 
pat2_341, Magnetic wheel drive, 4179633, December 18  1979, 
pat2_342, Method of fabricating high intensity solar energy converter, 4174561, November 20  1979, 
pat2_343, Solar energy system, 4172740, October 30  1979, 
pat2_344, Magnetic torque multiplier, 4167684, September 11  1979, 
pat2_345, Water-borne rotating solar collecting and storage systems, 4148301, April 10  1979, 
pat2_346, Solar energy collector, 4147561, April 3  1979, 
pat2_347, Light reflectivity and transmission testing apparatus and method, 4120582, October 17  1978, 
pat2_348, Photometric instrument with thermoelectric control of a photovoltaic semiconductor detector, 4090071, May 16  1978, 
pat2_349, Solar-radiation collection apparatus with tracking circuitry, 4086485, April 25  1978, 
pat2_34, Miniaturized implantable sensor platform having multiple devices and sub-chips, 8390047, March 5  2013, 
pat2_350, High intensity solar energy converter, 4082570, April 4  1978, 
pat2_351, Method and apparatus for simultaneous optical measurement of particle characteristics, 4038556, July 26  1977, 
pat2_352, Solar energy reflector-collector, 4024852, May 24  1977, 
pat2_353, Integrated array of optical fibers and thin film optical detectors  and method for fabricating the same, 4017962, April 19  1977, 
pat2_354, Can filling apparatus, 4015645, April 5  1977, 
pat2_355, Method of fabricating a photovoltaic device, 3999283, December 28  1976, 
pat2_356, Chopper and chopper-multiplexer circuitry for measurement of remote low-level signals, 3995174, November 30  1976, 
pat2_357, Automatic flat width control, 3992107, November 16  1976, 
pat2_358, Roof-lens solar collector, 3991741, November 16  1976, 
pat2_359, Integrated array of optical fibers and thin film optical detectors  and method for fabricating the same, 3987300, October 19  1976, 
pat2_35, Lighting device, 8376600, February 19  2013, 
pat2_360, Flame detection system, 3967255, June 29  1976, 
pat2_36, Building with integrated natural systems, 8371073, February 12  2013, 
pat2_37, Connection and junction box for a solar module, 8366471, February 5  2013, 
pat2_38, Optimized building integrated hybrid roofing system, 8365500, February 5  2013, 
pat2_39, Solar powered transmitter, 8364105, January 29  2013, 
pat2_3, Photovoltaic junction box, 8519278, August 27  2013, 
pat2_40, Control apparatus for photovoltaic modules, 8362739, January 29  2013, 
pat2_41, Automated solar collector installation design including ability to define heterogeneous design preferences, 8352220, January 8  2013, 
pat2_42, Electromagnetic motor, 8350502, January 8  2013, 
pat2_43, Method of making an arrangement for collecting or emitting light, 8347492, January 8  2013, 
pat2_44, Photovoltaic power plant with minimized power collection losses, 8344548, January 1  2013, 
pat2_45, Solar-powered thermal insulating tape, 8344293, January 1  2013, 
pat2_46, Structure for mounting on a building wall frames for holding panels such as photovoltaic panels, 8341900, January 1  2013, 
pat2_47, Protective covering for roof mounted systems, 8316592, November 27  2012, 
pat2_48, Measurement method of the current-voltage characteristics of photovoltaic device  a solar simulator for the measurement  and a module for setting irradiance and a part for adjusting irradiance used for the solar simulator, 8315848, November 20  2012, 
pat2_49, Solar panel overlay and solar panel overlay assembly, 8309840, November 13  2012, 
pat2_4, Solar powered irrigation machine, 8517289, August 27  2013, 
pat2_50, Photovoltaic mounting end clamp and assembly, D670160, November 6  2012, 
pat2_51, Photovoltaic mounting intermediate clamp and assembly, D670159, November 6  2012, 
pat2_52, Device and method for solar power generation, 8304644, November 6  2012, 
pat2_53, Photovoltaic array with minimally penetrating rooftop support system, 8294022, October 23  2012, 
pat2_54, Photovoltaic module kit including connector assembly for non-penetrating array installation, 8291654, October 23  2012, 
pat2_55, Method and apparatus for arranging a solar cell and reflector, 8281782, October 9  2012, 
pat2_56, Fire resistant PV shingle assembly, 8276329, October 2  2012, 
pat2_57, Outdoor illuminating device and illuminating method, 8267541, September 18  2012, 
pat2_58, Photovoltaic module mounting system, 8266848, September 18  2012, 
pat2_59, Rooftop photovoltaic module mounting system, 8245459, August 21  2012, 
pat2_5, Photovoltaic module and module arrays, 8516754, August 27  2013, 
pat2_60, Concentrating photovoltaic solar panel, 8242350, August 14  2012, 
pat2_61, Solar installation including at least one solar module having a spring-loaded mounting of the cover plate, 8234825, August 7  2012, 
pat2_62, Photovoltaic module with removable wind deflector, 8234824, August 7  2012, 
pat2_63, Photovoltaic module and module arrays, 8220210, July 17  2012, 
pat2_64, Mounting support for photovoltaic modules, 8209919, July 3  2012, 
pat2_65, Building integrated thermal electric hybrid roofing system, 8201382, June 19  2012, 
pat2_66, Building integrated thermal electric hybrid roofing system, 8196369, June 12  2012, 
pat2_67, Photovoltaic solar roof tile assembly system, 8196360, June 12  2012, 
pat2_68, Portable cart for solar energy conversion, 8193760, June 5  2012, 
pat2_69, Connector assembly for a photovoltaic module, 8192233, June 5  2012, 
pat2_6, Building-integrated solar-panel roof element systems, 8511006, August 20  2013, 
pat2_70, Photovoltaic panel clamp, 8191320, June 5  2012, 
pat2_71, Grid support system for a tracker-mounted solar panel array for rooftop applications, 8188414, May 29  2012, 
pat2_72, Method and apparatus for solar energy collection, 8183457, May 22  2012, 
pat2_73, Electrical connection apparatus for conductive contacts  in particular blade contacts, 8177566, May 15  2012, 
pat2_74, Airflow recirculation and cooling apparatus and method for an electronics rack, 8164897, April 24  2012, 
pat2_75, Photovoltaic module mounting system, 8156697, April 17  2012, 
pat2_76, Solar panel mounting structure, 8151789, April 10  2012, 
pat2_77, Method and apparatus for implementing a consumer-configurable modular electrical system, 8145327, March 27  2012, 
pat2_78, System for assisting solar power generation, 8136783, March 20  2012, 
pat2_79, Solar panel and equipment mounting apparatus for roofs, 8136311, March 20  2012, 
pat2_7, Avian deterrent for glass using projected UV light, 8506089, August 13  2013, 
pat2_80, Photovoltaic solar panel mounting system, 8136310, March 20  2012, 
pat2_81, System for mounting a photovoltaic module to a surface, 8128044, March 6  2012, 
pat2_82, High efficiency counterbalanced dual axis solar tracking array frame system, 8119963, February 21  2012, 
pat2_83, Photovoltaic soundproof wall, 8118135, February 21  2012, 
pat2_84, Junction box for photovoltaic systems, 8113853, February 14  2012, 
pat2_85, Constant force mechanical scribers and methods for using same in semiconductor processing applications, 8109004, February 7  2012, 
pat2_86, One-way see-through illumination system, 8100575, January 24  2012, 
pat2_87, Solar power augmented heat shield systems, 8100341, January 24  2012, 
pat2_88, Panel box, 8097818, January 17  2012, 
pat2_89, Light concentrating modules  systems and methods, 8088994, January 3  2012, 
pat2_8, Minimal ballasted surface mounting system and method, 8505248, August 13  2013, 
pat2_90, Photovoltaic module connector assemblies having cable strain relief, 8083540, December 27  2011, 
pat2_91, Ballasted photovoltaic module and module arrays, 8065844, November 29  2011, 
pat2_92, Concentrator solar photovoltaic array with compact tailored imaging power units, 8063300, November 22  2011, 
pat2_93, Photovoltaic module kit including connector assembly for non-penetrating array installation, 8061091, November 22  2011, 
pat2_94, Solar energy collection devices, 8053662, November 8  2011, 
pat2_95, Communication system providing hybrid optical/wireless communications and related methods, 8050244, November 1  2011, 
pat2_96, Portable and autonomous desalination system, 8043499, October 25  2011, 
pat2_97, Connection and junction box for a solar module, 8033859, October 11  2011, 
pat2_98, Wireless lighting devices and applications, 8033686, October 11  2011, 
pat2_99, Solar-powered light pole and LED light fixture, 8029154, October 4  2011, 
pat2_9, Junction box for a photovoltaic solar panel, 8500462, August 6  2013, 
pat3_1000, Space oriented microwave power transmission system, 3989994, November 2  1976, 
pat3_100, Multi sensor detection  stall to stop and lock disabling system, RE43891, January 1  2013, 
pat3_101, System and method for power management in a photovoltaic installation, 8346400, January 1  2013, 
pat3_102, Matrix-assisted energy conversion in nanostructured piezoelectric arrays, 8344597, January 1  2013, 
pat3_103, Method and apparatus for coupling optical signal with packaged circuits via optical cables and lightguide couplers, 8340527, December 25  2012, 
pat3_104, Analog MPPT circuit for photovoltaic power plant, 8339112, December 25  2012, 
pat3_105, Power generation frequency control, 8338987, December 25  2012, 
pat3_106, Methods and systems for fluid examination and remediation, 8338182, December 25  2012, 
pat3_107, Solar power tower system operation and control, 8327840, December 11  2012, 
pat3_108, Security and tracking system, 8321124, November 27  2012, 
pat3_109, Bridge synchronous rectifier, 8320143, November 27  2012, 
pat3_10, Battery charging apparatus and method, 8502494, August 6  2013, 
pat3_110, System and related method for visually indicating a condition of a lock on a railroad hopper car, 8319660, November 27  2012, 
pat3_111, DC power system using HCPV and BIPV modules, 8314512, November 20  2012, 
pat3_112, System and method for local string management unit, 8314375, November 20  2012, 
pat3_113, Autonomous and remote-controlled multi-parametric buoy for multi-depth water sampling  monitoring  data collection  transmission  and analysis, 8312768, November 20  2012, 
pat3_114, Mobile automated system for traffic monitoring, 8310377, November 13  2012, 
pat3_115, Modular fuse holder, 8310333, November 13  2012, 
pat3_116, Power supply system, 8310094, November 13  2012, 
pat3_117, Versatile environmentally conscious apparatus, 8302412, November 6  2012, 
pat3_118, Outdoor LED system, 8299717, October 30  2012, 
pat3_119, Method and apparatus for roller lubrication, 8297099, October 30  2012, 
pat3_11, Method and circuit arrangement for connecting at least one string of a photovoltaic system to an inverter, 8502416, August 6  2013, 
pat3_120, Architectural structure and method thereof, 8297014, October 30  2012, 
pat3_121, Network of energy generating modules for transfer of energy outputs, 8294286, October 23  2012, 
pat3_122, Fire fighting system, 8291990, October 23  2012, 
pat3_123, Systems and methods for identifying faulty sensors within a power generation system, 8290745, October 16  2012, 
pat3_124, System and method for solar panel array analysis, 8289183, October 16  2012, 
pat3_125, System for collecting and delivering solar and geothermal heat energy with thermoelectric generator, 8286441, October 16  2012, 
pat3_126, Method and system to determine the velocity of a mobile communication device, 8280355, October 2  2012, 
pat3_127, Pressure monitoring panel for aeration basins, 8276890, October 2  2012, 
pat3_129, Systems and method for limiting maximum voltage in solar photovoltaic power generation systems, 8274172, September 25  2012, 
pat3_12, Integrated remotely controlled photovoltaic system, 8502129, August 6  2013, 
